ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2051-09-24,37,37980,554,Employed,High School,14,19057,72,Divorced,2.0,Other,141.0,0.2788828277563555,2,1,0.2392789501019949,0,Debt Consolidation,0,27,21,2069,3418,27208,16279,3165.0,0.7950590460764794,2.0,10929,0.257057,0.2417372875017848,503.7221163695247,0.2037036702589335,53.0,0
2058-11-04,62,37698,615,Employed,High School,36,47271,72,Married,0.0,Mortgage,495.0,0.5968829790684413,6,1,0.5332222724587384,0,Home,0,21,6,2222,1176,211940,12748,3141.5,0.9287120920425834,3.0,199192,0.2547709999999999,0.2857413900307608,1378.9430959925307,0.5965122062685121,55.0,0
2021-03-27,56,22266,594,Self-Employed,Master,33,31591,72,Single,0.0,Rent,521.0,0.0683596606511243,3,1,0.1248067822613616,0,Auto,0,27,26,2547,1107,76094,7125,1855.5,0.9489035675447854,3.0,68969,0.249591,0.2365844945590033,825.1530854616408,0.725493444064479,52.0,0
2035-01-26,37,15000,525,Employed,Associate,12,"$17,267",36,Married,3.0,Own,124.0,0.3194573203924308,6,0,0.4774400075253165,0,Debt Consolidation,0,36,8,3317,1189,27200,46009,1250.0,0.5943842059992129,6.0,8948,0.239767,0.235804335847417,673.6356638458894,0.6381085310767115,59.0,0
2030-01-13,23,46954,547,Employed,Master,2,59905,72,Married,1.0,Mortgage,499.0,0.1419029367468899,6,2,0.528229434476265,0,Home,1,17,22,703,2157,11965,27975,3912.8333333333335,0.7888257662092912,5.0,9315,0.301405,0.288425568754281,1757.731438943364,0.5767512302960422,64.0,0
2036-12-11,39,30581,463,Employed,Associate,16,21609,36,Married,0.0,Own,146.0,0.0925333401941726,1,1,0.0238259463609694,0,Auto,0,14,19,3908,116,59837,24274,1274.2083333333333,0.8513917029079349,3.0,35563,0.275109,0.2629794974603057,874.0733841792271,0.4002773163124399,50.0,0
2037-08-02,47,70412,471,Employed,High School,25,13480,60,Married,2.0,Mortgage,456.0,0.5701924513100957,0,1,0.3003106557287514,0,Home,0,15,19,6501,112,40438,39200,2933.8333333333335,0.7874563414120992,8.0,1238,0.28298,0.2883777867594462,426.5500891930087,0.1504090363903326,55.0,0
2066-08-22,31,21180,577,Employed,Bachelor,5,9793,60,Married,4.0,Own,968.0,0.1595008566355126,2,0,0.0659487141039642,0,Home,0,25,25,6718,1250,80772,46418,882.5,0.8198815262149282,,34354,0.226293,0.24401600025175,284.0120999318471,0.7093552974118115,51.0,0
2044-10-24,28,31675,595,Employed,Associate,5,18495,12,Divorced,0.0,Own,464.0,0.1425675712311136,2,2,0.3190386407028802,0,Auto,0,32,9,1739,736,184895,67827,2639.583333333333,0.9092433071132904,10.0,117068,0.185995,0.1637657036239705,1681.3648064675756,0.8127664618030277,51.0,0
2038-02-15,29,45620,526,Employed,Associate,7,23974,60,Married,3.0,Rent,444.0,0.2458248450851586,3,3,0.2827924765390536,0,Debt Consolidation,1,20,16,9824,2005,58673,1618,3801.6666666666665,0.8836696578060848,4.0,57055,0.265974,0.2697716447136706,731.726766250538,0.309266137549462,57.0,0
2069-05-02,53,32770,618,Employed,Bachelor,31,28784,36,Married,5.0,Own,470.0,0.3891943299569538,1,0,0.0503716052408352,1,Auto,0,19,4,11798,720,93299,15733,2730.833333333333,0.6389387741444311,3.0,77566,0.204784,0.1839872654389613,1046.3770001575508,0.5552799512325484,61.0,0
2056-01-28,38,46307,613,Employed,Master,15,45195,12,Married,2.0,Mortgage,408.0,0.529808168688918,2,0,0.4452229387502234,0,Other,0,32,3,2567,3786,34175,16479,1929.4583333333333,0.7158276285896067,6.0,17696,0.203695,0.1964893999028242,4179.026714010539,1.188682500877329,58.0,0
2033-11-20,35,23980,579,Employed,Associate,11,23440,36,Married,2.0,Mortgage,424.0,0.4616711018982193,3,1,0.3827570560534428,1,Home,0,26,1,5130,750,31068,43095,1998.3333333333333,0.4282310911166049,4.0,2792,0.21894,0.2083292488994298,881.094108166398,0.6530912968305578,73.0,0
2021-09-21,42,192070,622,Employed,Bachelor,22,10299,60,Widowed,3.0,Mortgage,283.0,0.1141886002950247,2,0,0.5331561649895643,0,Debt Consolidation,0,29,17,6778,204,356139,43607,16005.833333333334,0.6764984263503493,5.0,312532,0.204299,0.1917946963930716,268.17980371314474,0.0344361828737321,36.8,1
2029-11-25,39,56610,640,Employed,Bachelor,18,39070,48,Married,3.0,Rent,573.0,0.2835707925403208,0,2,0.1093517726907431,0,Auto,0,26,12,1191,1653,53396,24303,4717.5,0.9170504717046648,4.0,29093,0.21407,0.1977497217336914,1184.2350494051434,0.3724928562597018,47.0,0
2041-04-24,34,140004,546,Employed,Master,11,18137,36,Married,3.0,Mortgage,196.0,0.1112139954622826,3,0,0.325731214941307,0,Auto,0,24,24,1822,715,94962,19720,5833.5,0.763304319807657,9.0,75242,0.230137,0.2572999935648457,728.1448742248036,0.0792101546434219,39.2,1
2051-06-24,38,94650,611,Employed,Bachelor,12,23892,60,Single,0.0,Own,514.0,0.4985445197543169,1,1,0.4771183897076691,0,Education,0,29,21,2832,1423,58642,12883,7887.5,0.5920725915603313,5.0,45759,0.2233919999999999,0.2064184078226198,641.5545863910747,0.1465045434410237,42.400000000000006,1
2030-12-05,46,49760,629,Employed,Master,24,17845,72,Married,4.0,,284.0,0.3746741073410187,3,1,0.2308066410776758,0,Other,0,22,4,3071,360,229844,25647,4146.666666666667,0.9375089639938612,7.0,204197,0.218345,0.2396489787014761,469.4221103414314,0.1816934349697985,49.0,0
2056-11-08,42,32499,616,Employed,High School,21,43927,60,Single,,Rent,162.0,0.0918211535235305,0,0,0.2126330594204939,0,Auto,0,31,5,3295,1580,103372,5304,2708.25,0.547491999254942,6.0,98068,0.240927,0.2147583209966538,1200.160938613649,0.5029672070944887,49.0,0
2018-04-06,22,59830,570,Self-Employed,Associate,0,22734,24,Single,2.0,Rent,246.0,0.432399872563476,3,2,0.5723276818607661,0,Debt Consolidation,0,29,9,2511,329,449345,13537,4985.833333333333,0.7485047297788853,7.0,435808,0.212734,0.1746266391648873,1129.0809235415209,0.2757976112735793,45.6,1
2068-12-28,37,64547,529,Employed,Bachelor,16,33813,36,Married,1.0,Own,251.0,0.4709661950741799,2,3,0.164009168081984,0,Auto,0,18,13,4784,226,54000,246800,2689.4583333333335,0.8475963353184404,5.0,1761,0.254313,0.2521129243235857,1348.1804766676105,0.2973053080702639,51.0,0
2059-09-20,41,32687,556,Employed,Master,18,20989,48,Divorced,3.0,Rent,362.0,0.192819109032043,4,2,0.1044103886014185,0,Home,0,33,5,5449,129,91574,107558,2723.9166666666665,0.6710409384233885,4.0,10308,0.237989,0.238618464564094,682.6778546147162,0.3835204899616543,52.0,0
2034-12-05,19,49636,441,Employed,Associate,0,33608,72,Widowed,5.0,Rent,359.0,0.4057458168846451,3,0,0.1455374252294868,0,Home,1,21,1,4538,2223,102254,13982,4136.333333333333,0.9106100414983698,5.0,88272,0.328108,0.347317600455573,1115.736171325354,0.3565322357946702,60.0,0
2049-12-17,65,78828,538,Employed,Master,44,24074,36,Married,0.0,Mortgage,266.0,0.3733485719977217,6,1,0.5493425827839313,0,Other,0,31,23,7263,4291,191799,30561,6569.0,0.8293022693364491,5.0,161238,0.240074,0.2452838357111761,951.1834617764872,0.1852920477662486,43.2,1
2021-06-30,67,99216,605,Employed,Associate,43,18701,48,Married,5.0,Mortgage,261.0,0.470261886063821,5,2,0.3303166901631996,0,Auto,0,23,25,3634,1424,31991,44846,8268.0,0.6168603723508772,,10524,0.211201,0.2303143954785349,599.7167452171253,0.1041021704423228,40.8,1
2045-02-22,47,114293,523,Employed,Bachelor,23,14052,48,Married,0.0,Mortgage,385.0,0.0842518320767858,1,0,0.3967533475042125,0,Education,0,28,6,2875,4002,117758,11375,9524.416666666666,0.9602080077962096,5.0,106383,0.247552,0.2425249008138706,460.08465387233866,0.0887282322317907,40.0,1
2036-10-26,34,40296,533,Employed,High School,13,35776,36,Married,4.0,Other,282.0,0.3670366739650599,0,1,0.4508635951153418,0,Debt Consolidation,0,23,16,498,468,186489,14049,3358.0,0.8641577005611484,9.0,172440,0.254276,0.2614591119417128,1444.2194354465034,0.5140617735099772,53.0,0
2030-04-13,20,57750,585,Employed,Bachelor,0,15106,72,Single,0.0,Rent,565.0,0.1683887283211766,8,2,0.1699546211364974,0,Home,0,22,22,23844,1392,245447,86396,4812.5,0.8546249689580302,4.0,159051,0.237606,0.2416368565644511,399.1954650789344,0.2003523044319863,45.0,0
2067-08-20,41,44569,582,Employed,Bachelor,18,48398,60,Divorced,1.0,Mortgage,177.0,0.1116541444125676,5,1,0.337342154838803,0,Other,0,20,23,15063,135,61959,20051,3714.0833333333335,0.931909140350863,10.0,41908,0.262398,0.2521104020022824,1426.5396400787718,0.4317457353978159,54.0,0
2025-05-12,49,29510,567,Employed,High School,29,45863,72,Married,3.0,Mortgage,427.0,0.2028965086027748,1,2,0.3982645956014917,0,Home,0,26,14,2315,3163,194101,20731,2459.1666666666665,0.508913156714092,3.0,173370,0.2773629999999999,0.2747357776430125,1305.9319885549808,0.7046826114083283,52.0,0
2047-07-12,58,164629,640,Employed,Associate,34,23303,84,Married,2.0,Rent,197.0,0.4481809600312815,3,2,0.2656328709392307,0,Auto,0,27,12,482,443,79235,26716,13719.083333333334,0.8167222332431624,3.0,52519,0.228303,0.2261374010177569,554.7593042982148,0.0547966133037227,36.8,1
2066-08-12,19,18769,489,Employed,Associate,0,25968,24,Married,0.0,Rent,670.0,0.2802305427633272,3,3,0.3132674542706692,0,Auto,1,32,14,4430,321,61516,56448,1564.0833333333333,0.901732656794817,3.0,5068,0.256468,0.26759131604213,1408.976737061697,1.3291981908860546,62.0,0
2044-06-06,58,32437,478,Employed,High School,35,24453,48,Single,2.0,Other,342.0,0.5696739780016998,5,2,0.1343208963783673,0,Home,0,31,20,7505,1612,145115,213474,2703.083333333333,0.6481032811163007,,1223,0.280453,0.2243624,776.2210320192531,0.4136835214178572,52.0,0
2062-09-28,56,10000000,593,Employed,Bachelor,34,13814,12,Married,0.0,Other,232.0,0.2213476068994259,7,2,0.3935686280951389,0,Home,0,21,26,6291,2982,66234,20399,20083.83333333333,0.8960383398203521,6.0,45835,0.182314,0.1801717404397596,1266.5803315150215,0.0746162501273008,41.6,1
2071-12-16,52,85884,643,Employed,Bachelor,33,27777,120,Married,0.0,Mortgage,189.0,0.2793627024267284,3,0,0.4648777645532796,0,Other,0,22,17,2177,595,85847,9121,7157.0,0.8318288406347969,,76726,0.261277,0.2644062547797125,660.3323321916965,0.1186715568243253,50.0,0
2031-01-06,35,127874,527,Employed,Bachelor,12,11979,108,Single,3.0,Mortgage,422.0,0.3405644379503252,4,0,0.3809700090770468,0,Debt Consolidation,0,25,23,4477,814,37849,20399,10656.166666666666,0.8122920898864234,8.0,17450,0.293479,0.2669004630531906,293.73355208267213,0.0671661371740311,41.6,1
2038-12-30,39,29518,577,Employed,Associate,19,"$23,116",48,Divorced,2.0,Rent,332.0,0.1478049369950686,5,0,0.598748963281367,0,Education,0,23,13,2035,220,37632,7208,2459.833333333333,0.6805983147070355,8.0,30424,0.229616,0.2347398205531948,746.9176530750282,0.4386141282234683,59.0,0
2055-10-20,30,82945,450,Self-Employed,Bachelor,8,36604,84,Single,0.0,Own,683.0,0.1718650176903697,2,1,0.1817979234975956,0,Debt Consolidation,1,23,19,2077,676,41888,11897,6912.083333333333,0.8151059066565827,7.0,29991,0.336604,0.3419646131797248,1151.8319151439146,0.2654528058560127,57.0,0
2059-08-25,34,72288,603,Employed,Associate,11,12892,48,Single,4.0,Mortgage,213.0,0.0718727556091884,1,0,0.4251970430219007,0,Home,0,25,11,1822,1703,156177,32824,6024.0,0.8250679608991435,4.0,123353,0.206392,0.1880741692436033,384.16341761534073,0.0991307134155612,38.400000000000006,1
2018-05-17,30,33101,539,Employed,High School,7,29824,60,Married,0.0,,358.0,0.1847873399309997,3,0,0.1637510519359936,0,Education,0,17,19,2548,1004,220116,8784,2758.4166666666665,0.9113831973407766,0.0,211332,0.265324,0.2389714754694289,856.1962596946144,0.4401786990222462,46.0,0
2036-04-28,37,38388,575,Employed,Associate,13,25511,72,Married,2.0,Mortgage,414.0,0.1407308410018405,6,0,0.2505015855042193,0,Other,0,26,10,5632,1026,297246,10056,3199.0,0.7568098300215219,2.0,287190,0.253011,0.2740400460630176,725.2996504585083,0.3561424352793086,46.0,0
2062-04-26,37,29719,590,Employed,Associate,17,21335,72,Married,1.0,Rent,222.0,0.2481972648757886,5,0,0.2911763201756651,0,Auto,1,19,20,2856,1340,14360,7480,2476.583333333333,0.8577328066140627,6.0,6880,0.241335,0.2465128186471403,570.1478598682345,0.3198551202402104,60.0,0
2068-02-18,31,50707,525,Employed,Associate,10,12021,48,Divorced,1.0,Own,349.0,0.1956074809283442,4,1,0.5922418800510937,0,Other,0,30,8,23776,593,37656,8198,4225.583333333333,0.8229491637257133,8.0,29458,0.244521,0.2442818331123864,394.7576393367421,0.1760130094866765,58.0,0
2061-06-04,63,49103,556,Employed,Bachelor,38,18841,72,Single,1.0,Mortgage,467.0,0.3448720041133263,3,1,0.1406029038889028,0,Education,0,27,1,1398,4110,27822,13326,4091.9166666666665,0.9396330752543512,9.0,14496,0.255841,0.2427780351161375,499.2060002607591,0.2361255321086106,55.0,0
2041-11-20,38,67113,602,Employed,High School,14,9622,60,Married,2.0,Own,403.0,0.1263640931456604,4,1,0.0831560304142825,0,Home,0,17,9,1678,4551,22185,12974,5592.75,0.9456571827218412,3.0,9211,0.2136219999999999,0.2548738505580109,285.17439073148853,0.1230475867384539,47.0,0
2072-02-23,52,18319,567,Self-Employed,Bachelor,26,54465,36,Single,2.0,Rent,544.0,0.4275961931824539,3,2,0.4880002156211149,0,Debt Consolidation,0,22,12,1633,3603,7355,25547,763.2916666666666,0.8806801739607735,9.0,9553,0.255965,0.2778045330941736,2246.412585861598,1.8278809449390891,62.0,0
2070-08-15,48,105278,586,Employed,Bachelor,25,16763,36,Married,1.0,Rent,715.0,0.0785769918503312,4,1,0.1656735452462676,0,Debt Consolidation,0,22,24,18025,1398,36703,27311,4873.583333333333,0.820085841380075,7.0,9392,0.208763,0.1769833094946499,603.4888469065785,0.2705378684896285,38.400000000000006,1
2031-10-10,25,40254,566,Employed,Bachelor,6,35260,60,Married,5.0,Mortgage,452.0,0.3352260559576711,1,1,0.1319286982954192,0,Home,1,22,15,5445,547,42813,32299,3354.5,0.8609627351723249,5.0,10514,0.25726,0.2298448543019805,993.681737916995,0.4309678753665211,57.0,0
2034-05-06,32,125042,507,Employed,Bachelor,-3,11010,12,Single,1.0,Rent,466.0,0.0833119905148241,2,1,0.6472342881679329,0,Home,0,33,14,5019,784,81989,6823,10420.166666666666,0.853461353205528,4.0,75166,0.22251,0.2492606557412323,1046.0416981287372,0.1451072469853717,42.400000000000006,1
2062-02-07,32,50448,480,Employed,Bachelor,10,16295,48,Married,3.0,Own,244.0,0.2123354076960817,3,2,0.3618461999158877,0,Education,0,26,7,3678,1328,28778,48967,4204.0,0.7360521923204254,9.0,7004,0.271295,0.2818033420728095,569.5984288741488,0.1935295977340982,55.0,0
2028-01-03,41,48173,533,Employed,High School,18,9791,24,Single,3.0,Mortgage,264.0,0.0810599965563556,3,0,0.1355904292625782,0,Home,0,26,29,1819,365,15688,6952,4014.4166666666665,0.8584066691549794,2.0,8736,0.2182909999999999,0.1834703223867541,490.4501981586926,0.1879351997572148,40.0,1
2035-01-01,32,51970,572,Employed,Bachelor,8,24725,60,Single,,Own,278.0,0.5324217437877767,2,2,0.1407646358331899,0,Education,0,26,26,1602,1069,92163,51205,4330.833333333333,0.7959648449248117,9.0,40958,0.243725,0.2627383754452866,744.2917069083716,0.2360496533173073,51.0,0
2046-12-12,25,33097,580,Employed,High School,4,26416,96,Married,4.0,Mortgage,156.0,0.0665523639090891,2,2,0.0972678956261988,0,Other,0,27,5,1304,1245,36831,94707,2758.083333333333,0.5118478562317943,7.0,10134,0.271416,0.256321995452825,649.660506822538,0.2921088340898104,52.0,0
2056-10-23,29,37284,573,Employed,Bachelor,8,27746,48,Single,1.0,Mortgage,409.0,0.4558459985309249,3,0,0.111354183921122,0,Debt Consolidation,0,20,13,3059,262,43029,25360,3107.0,0.7715339424884838,7.0,17669,0.236246,0.218337363081481,871.6651010260262,0.4121870296189334,52.0,0
2031-02-19,18,25890,609,Employed,High School,0,11753,60,Married,1.0,Own,440.0,0.0248317592625749,4,2,0.1265462420234149,0,Home,0,27,2,5624,396,542344,91354,2157.5,0.7439784193238328,5.0,450990,0.2122529999999999,0.2108948002095616,318.5500084838254,0.3515874894478912,46.0,0
2022-09-25,44,27655,592,Employed,Bachelor,20,29169,60,Married,4.0,Mortgage,,0.2800841377277486,1,2,0.3869908396943368,0,Education,0,27,8,3099,1284,191608,15957,2304.583333333333,0.9752533460991636,3.0,175651,0.238169,0.2202167034804919,805.9754790740222,0.5445563460093388,53.0,0
2025-12-18,34,161967,950,Employed,Bachelor,7,18330,48,Married,3.0,Own,180.0,0.1878611996988018,3,1,0.1322443246840139,0,Home,1,24,27,2293,857,64016,24092,13497.25,0.7723731050402173,2.0,39924,0.20983,0.2230265849585958,580.5224449329447,0.0563464739063842,40.0,1
2034-06-22,66,206739,595,,High School,40,26257,36,Divorced,1.0,Mortgage,390.0,0.4152829513941151,3,0,0.4775879435260192,0,Auto,0,25,17,20301,1226,36951,20467,8614.125,0.8363988972066698,7.0,16484,0.213757,0.2228958726659621,1006.7046228952942,0.0810706033924103,44.0,1
2041-01-02,47,23221,567,Employed,Master,27,19454,36,Married,0.0,Mortgage,394.0,0.1924238017815718,4,2,0.4048122248618371,0,Auto,0,27,23,843,47,380892,53858,1935.0833333333333,0.8479426314254439,4.0,327034,0.2209539999999999,0.2087702011855423,731.7029588283435,0.5817335819275709,51.0,0
2037-11-07,44,43933,561,Employed,High School,24,35275,60,Divorced,1.0,Mortgage,855.0,0.4683822623280577,-2,2,0.1001834531469057,0,Debt Consolidation,1,32,15,311,215,91627,56256,3661.0833333333335,0.8701904732814141,6.0,35371,0.259775,0.254399075423168,1044.4851469395603,0.5188314424982297,58.0,0
2036-07-03,64,32456,601,Employed,High School,38,16888,60,Married,1.0,Rent,228.0,0.143025034933263,4,0,0.3886351022222203,0,Debt Consolidation,0,17,16,10495,1006,24009,13374,2704.6666666666665,0.7336376703637512,9.0,10635,0.2213879999999999,0.2460671410886103,491.7988650763097,0.2661321906863358,51.0,0
2057-12-23,62,42793,522,Employed,Associate,41,26179,24,Married,,Own,478.0,0.3842069168734773,4,0,0.5096061701988677,0,Debt Consolidation,0,23,13,5052,3460,38139,17101,3566.083333333333,0.7665821028609036,7.0,21038,0.240179,0.2254897467673919,1365.225764033701,0.5168768062160729,59.0,0
2036-04-10,51,39249,635,Self-Employed,Bachelor,28,"$28,365",60,Married,4.0,Mortgage,690.0,0.3557199911241718,0,1,0.3250237269700802,0,Other,0,28,7,180,6382,63969,16437,3270.75,0.5676554960821607,3.0,47532,0.215865,0.2124539539294085,771.289273654002,0.4467749823905838,56.0,0
2030-07-09,49,66762,480,Employed,High School,27,25392,48,Married,1.0,Rent,392.0,0.0586657463006567,8,0,0.0492114855876708,0,Other,0,33,15,10127,11187,57018,9317,5563.5,0.9488656823783784,4.0,47701,0.280392,0.2269054161180756,809.551855287899,0.2159704961423382,39.2,1
2049-02-09,29,53454,539,Employed,Associate,7,21456,24,Married,1.0,Rent,816.0,0.1133844160572106,1,1,0.2238356887629033,0,Debt Consolidation,0,26,13,875,376,11265,6474,4454.5,0.7939428895741405,2.0,4791,0.226956,0.256779183650985,1152.4502280325548,0.4419014991654629,51.0,0
2051-12-05,66,45100,596,Employed,Associate,44,42886,12,Single,2.0,Rent,,0.2432347709831887,6,3,0.2616972064013353,0,Education,0,19,20,4926,394,452915,74650,3758.3333333333335,0.6660579697975302,7.0,378265,0.209886,0.1679088,3907.152183810961,1.1933886076658875,47.0,0
2052-03-20,48,135448,582,Employed,Associate,25,12357,60,Single,2.0,Rent,1188.0,0.3012557431074295,5,1,0.5597531628215868,0,Auto,0,25,2,3132,3098,129676,3566,11287.333333333334,0.7535934419502078,2.0,126110,0.226357,0.2399026971807845,355.415966909866,0.136738760283787,44.8,1
2048-10-23,48,70708,620,Employed,Bachelor,24,11780,60,Single,1.0,Rent,495.0,0.3076684941928545,3,1,0.4457913090823669,0,Other,0,22,2,2594,532,29296,28617,5892.333333333333,0.7712567201568566,6.0,6081,0.20678,0.2072224582148118,316.85079020208764,0.1377808661314851,57.0,0
2049-03-24,46,27538,555,Employed,Bachelor,27,40830,60,Married,0.0,Mortgage,345.0,0.6020983218775284,2,1,0.0658983556310323,0,Debt Consolidation,0,15,2,1762,1059,63272,31789,2294.833333333333,0.6075410984829093,4.0,31483,0.26833,0.2300794356736333,1151.2032858121252,0.6519877779702775,58.0,0
2046-02-07,49,23228,613,Employed,High School,23,30308,60,Single,0.0,Mortgage,813.0,0.4320079952829656,6,1,0.6316274770962833,0,Auto,0,20,29,901,469,150671,68104,1935.6666666666667,0.7538596946613068,4.0,82567,0.228808,0.2227163352310503,841.7615221474458,0.8548793811679588,56.0,0
2034-08-13,50,10000000,481,Employed,Bachelor,25,20303,48,Married,1.0,Mortgage,415.0,0.0511762098885971,3,1,0.0455139704053086,0,Auto,0,18,11,4904,11649,243811,170667,3537.083333333333,0.8706105724269112,6.0,73144,0.2748029999999999,0.245732507236923,668.3657723806222,0.3062878847583335,48.0,0
2071-07-02,32,21603,617,Employed,Associate,10,50401,48,Married,5.0,Mortgage,434.0,0.1229082217754119,1,1,0.4435691774804615,1,Debt Consolidation,0,25,8,12801,530,27320,33193,1800.25,0.982324464511096,6.0,9415,0.236901,0.2469880150242582,1662.696669588112,1.1646697234206982,67.0,0
2057-06-21,19,15000,437,Employed,Bachelor,0,22014,60,Married,3.0,Mortgage,228.0,0.3297725268494714,4,3,0.2690843256920794,1,Debt Consolidation,0,34,29,10644,560,31767,227768,1250.0,0.6789851317059891,8.0,6975,0.3085139999999999,0.3270704722260232,749.2610801282146,0.7818088641025717,66.0,0
2056-07-04,39,208291,587,Self-Employed,Bachelor,12,13277,36,Married,0.0,Rent,251.0,0.1812522181110813,2,0,0.2446506214985558,0,Home,0,21,27,5977,725,9561,3351,8678.791666666666,0.9239543139727728,8.0,6210,0.204777,0.2150628692830939,503.6698193119794,0.043477816284639,41.6,1
2024-12-06,28,35781,551,Employed,High School,3,16448,96,Divorced,0.0,Rent,697.0,0.5886463679754083,3,0,0.1822347355999365,0,Home,0,25,6,2490,3448,281965,44319,2981.75,0.9760533032412244,9.0,237646,0.2759479999999999,0.2796204237799222,430.4227648894963,0.3781077437375689,50.0,0
2054-04-15,34,33216,559,Employed,Bachelor,9,26594,48,Married,2.0,Rent,496.0,0.3526238782981264,3,1,0.4053067994341172,0,Auto,0,15,3,5580,2016,52970,7527,2768.0,0.5360132560998885,5.0,45443,0.242094,0.2444986103654128,873.6403642475184,0.4948122703206352,60.0,0
2071-08-12,30,66737,434,Employed,High School,8,8559,60,Single,0.0,,248.0,0.6519906439113297,0,0,0.2708472596266452,0,Other,0,20,13,4354,2056,82801,45545,5561.416666666667,0.5093838154678982,7.0,37256,0.296559,0.2524230674832698,252.4352851365661,0.0899834188177291,43.2,1
2022-08-12,25,90282,612,Employed,Master,3,14256,84,Single,1.0,Mortgage,384.0,0.4775097958751791,3,0,0.3438723469040837,0,Auto,0,31,3,9207,1718,44731,48492,7523.5,0.5368129499188854,5.0,9343,0.233256,0.2165200777888476,330.90332067618215,0.0950227049479872,43.2,1
2053-10-22,52,138747,554,Employed,Bachelor,25,19231,60,Married,3.0,Other,325.0,0.1948864694112298,3,4,0.1012914343550576,0,Home,0,24,16,7266,79,36659,16656,11562.25,0.7673924773318637,3.0,20003,0.2472309999999999,0.226862565776415,538.6700371472232,0.0746974020754804,37.6,1
2058-07-31,53,36128,654,,Bachelor,31,20010,60,Single,3.0,Mortgage,874.0,0.1166070336934551,4,1,0.1481349421832179,0,Debt Consolidation,0,25,5,6657,1854,22459,33392,3010.6666666666665,0.8352355993109598,4.0,7370,0.19801,0.1872316306216593,516.0271417185571,0.4617007778073153,46.0,0
2022-12-21,29,76592,523,Employed,Bachelor,7,13091,24,Married,0.0,Other,590.0,0.0788692436661231,1,2,0.5305432683806758,0,Auto,0,23,15,15172,321,72914,23330,6382.666666666667,0.7968028416822768,6.0,49584,0.226591,0.2319120470572357,686.8622819982342,0.2000515378104607,45.6,1
2029-06-03,38,43801,614,Employed,Bachelor,13,21859,36,Single,1.0,Other,485.0,0.1788622959047114,3,1,0.1601303344553235,0,Other,0,25,29,7019,1272,33732,25352,3650.0833333333335,0.941659292087733,2.0,8380,0.1998589999999999,0.1989115349990403,811.1469718690369,0.3551006520953503,47.0,0
2028-09-05,33,55989,538,Employed,High School,12,18597,60,Single,4.0,Mortgage,266.0,0.1694499498320306,4,1,0.0872449467589889,0,Debt Consolidation,0,28,14,710,1945,6856,19037,4665.75,0.775195627588892,1.0,9361,0.254597,0.2546982253193552,550.9807779577321,0.1751017045400486,49.0,0
2021-01-06,18,28665,593,Employed,Master,0,20887,48,Single,0.0,Mortgage,371.0,0.4364171373584589,-4,0,0.4394762129996252,0,Debt Consolidation,0,18,7,7928,534,51426,29919,2388.75,0.6783349091040601,3.0,21507,0.219387,0.2126435579552703,649.7540249503328,0.4273172265621487,60.0,0
2052-05-23,37,151229,477,Employed,Doctorate,13,56295,84,Married,0.0,Mortgage,962.0,0.241494944790594,3,0,0.2106589203826324,0,Auto,0,25,28,3823,1831,22090,20685,12602.416666666666,0.7237722853904147,4.0,1405,0.342795,0.2925144814212964,1581.4028352480511,0.2018186592715458,40.0,1
2025-08-17,35,17226,538,,High School,14,22180,36,Married,4.0,Rent,207.0,0.2774788781440122,4,2,0.1850519289099389,0,Home,0,24,19,2464,6209,134477,23833,1435.5,0.9352838836736262,8.0,110644,0.23818,0.266601650960117,901.4643199098994,0.772179951173737,48.0,0
2054-10-27,41,34983,621,,High School,20,12914,48,Single,3.0,,783.0,0.1503036687529836,4,1,0.3083955361491253,0,Auto,0,23,14,2959,312,22603,21161,2915.25,0.7823016692881194,8.0,1442,0.197414,0.1816346015611085,380.452685596683,0.3990919082743103,51.0,0
2020-09-01,34,49484,580,Employed,High School,12,27909,96,Married,2.0,Mortgage,866.0,0.1258545051155351,2,2,0.3552210023912978,0,Debt Consolidation,0,12,24,11487,555,88221,38737,4123.666666666667,0.798410658009072,4.0,49484,0.272909,0.2681933083043585,708.6473608439037,0.3818561217792992,54.0,0
2026-04-10,34,34980,476,Employed,High School,16,44426,60,Single,0.0,Own,327.0,0.2364561443460053,2,1,0.3109939368770482,0,Debt Consolidation,0,23,8,2244,416,131527,2019,2915.0,0.610293264745216,4.0,129508,0.311426,0.3140589766873035,1475.9314463649328,0.618501353813013,52.0,0
2064-02-17,45,24265,562,Employed,Bachelor,23,17336,84,Single,3.0,Own,725.0,0.4257821048503319,3,0,0.1053715510676317,0,Auto,0,26,23,2828,1710,276124,18092,2022.0833333333333,0.8226237228042559,3.0,258032,0.261336,0.2559204150692934,445.38608169081294,0.5788021009804144,47.0,0
